movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
515,15296,5.0,940846776,1,1993,Drama,Romance,"",2286,3.91,0.90,111,678,608,846,50,15,1993,4.96,3.67,0.90,Drama,Thriller,Crime,Comedy,Children
524,19438,4.0,977868013,1,1993,Drama,"","",1697,3.54,0.95,748,555,356,47,249,45,1981,20.43,3.89,1.27,Drama,Crime,Comedy,Thriller,Romance
527,17312,3.5,1375679793,1,1993,Drama,War,"",11017,4.30,0.83,50,318,934,"","",3,1979,25.70,4.17,0.58,Crime,Comedy,Drama,Mystery,Thriller
543,1567,4.0,1000364799,1,1993,Comedy,Romance,Thriller,2681,3.21,1.00,671,785,471,663,180,39,1986,15.34,3.90,1.12,Comedy,Drama,Thriller,Crime,Action
552,18534,4.0,834667048,1,1993,Action,Adventure,Comedy,2769,3.22,0.92,60,736,303,587,597,86,1993,2.41,3.49,1.06,Drama,Action,Thriller,Romance,Adventure
552,18833,3.0,1093271593,0,1993,Action,Adventure,Comedy,2769,3.22,0.92,163,509,924,316,344,95,1991,9.78,2.31,1.12,Drama,Thriller,Comedy,Crime,Sci-Fi
581,23454,5.0,938735666,1,1995,Documentary,"","",425,3.94,0.91,235,1,58,446,21,32,1993,3.48,4.22,1.04,Drama,Crime,Comedy,Thriller,War
586,14174,3.5,1111551105,1,1990,Children,Comedy,"",6155,3.09,1.00,6,25,95,208,253,53,1993,2.85,3.91,0.79,Action,Thriller,Drama,Adventure,Comedy
586,23289,3.5,1270744936,1,1990,Children,Comedy,"",6155,3.09,1.00,6,21,384,19,344,30,1994,1.51,2.88,0.72,Thriller,Comedy,Crime,Action,Mystery
588,1326,4.0,896261232,1,1992,Adventure,Animation,Children,8980,3.67,0.92,261,933,951,991,497,63,1969,23.73,3.86,0.95,Comedy,Drama,Romance,Mystery,Thriller
594,1116,3.0,848974405,0,1937,Animation,Children,Drama,3902,3.61,0.97,370,485,353,158,261,75,1993,1.44,3.83,0.79,Action,Adventure,Comedy,Thriller,Drama
595,17307,3.0,835348133,0,1991,Animation,Children,Fantasy,7539,3.65,0.98,588,349,344,590,296,10,1993,2.15,3.50,0.53,Comedy,Drama,Crime,Thriller,Adventure
608,14174,5.0,1111550905,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,32,527,380,1,780,24,1992,3.80,3.92,0.78,Action,Drama,Thriller,Adventure,Comedy
62,1116,5.0,848974324,1,1995,Drama,"","",4221,3.70,1.00,252,780,186,736,508,60,1993,1.53,3.90,0.68,Action,Adventure,Comedy,Thriller,Romance
621,28130,5.0,949342955,1,1993,Drama,"","",81,3.65,0.87,549,905,899,908,951,41,1984,17.43,3.05,1.56,Drama,Romance,Comedy,Crime,Thriller
661,4483,4.5,1187860137,1,1996,Adventure,Animation,Children,2153,3.30,1.00,595,356,471,247,292,25,1994,1.23,4.22,0.99,Drama,Adventure,Thriller,Comedy,Action
688,4452,4.0,845272594,1,1995,Action,Adventure,Comedy,654,2.67,1.08,516,802,783,3,419,54,1991,11.04,3.54,1.13,Comedy,Drama,Romance,Children,Adventure
70,26604,5.0,847003108,1,1996,Action,Comedy,Horror,2831,3.24,1.08,111,694,322,640,422,100,1993,2.82,4.07,0.74,Thriller,Drama,Action,Crime,Comedy
714,3628,5.0,832532635,1,1995,Drama,Mystery,Western,739,3.88,1.02,265,593,235,50,39,33,1994,1.57,3.42,0.97,Thriller,Comedy,Crime,Drama,Adventure
733,10815,3.5,1406933721,1,1996,Action,Adventure,Thriller,6837,3.65,0.92,150,589,17,457,110,15,1988,12.15,4.13,1.19,Drama,Romance,Action,Comedy,War
741,22171,5.0,1401449028,1,1995,Animation,Sci-Fi,"",1542,3.93,0.91,745,968,50,608,541,10,1985,12.52,4.40,0.46,Crime,Thriller,Drama,Comedy,War
750,1442,4.0,853831453,1,1964,Comedy,War,"",5151,4.24,0.88,786,260,733,293,344,56,1993,3.16,3.70,0.76,Action,Thriller,Drama,Crime,Adventure
750,8080,5.0,849792530,1,1964,Comedy,War,"",5151,4.24,0.88,198,307,541,260,299,16,1992,5.35,4.44,1.09,Thriller,Action,Drama,Sci-Fi,Romance
780,20388,4.0,1042609550,1,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,589,610,541,260,968,11,1975,19.85,4.00,0.77,Sci-Fi,Action,Adventure,Thriller,Horror
780,20758,2.5,1287414281,0,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,648,858,"","","",5,1990,10.41,3.50,1.00,Crime,Drama,Action,Adventure,Mystery
783,4452,4.0,845272453,1,1996,Animation,Children,Drama,2215,3.25,1.09,3,419,24,267,222,49,1990,11.52,3.55,1.10,Comedy,Drama,Romance,Children,Adventure
785,10878,3.0,1413242445,0,1996,Comedy,"","",2284,3.27,1.03,333,805,5,552,"",6,1994,1.22,3.25,0.99,Comedy,Action,Adventure,Romance,Drama
786,21697,5.0,854014934,1,1996,Action,Drama,Thriller,3445,3.15,0.99,494,1,780,32,141,12,1995,0.52,3.67,0.78,Adventure,Thriller,Action,Comedy,Sci-Fi
800,28130,3.0,938783102,0,1996,Drama,Mystery,Western,1609,4.04,0.91,47,136,778,50,111,19,1993,4.36,3.11,1.63,Drama,Crime,Thriller,Comedy,Horror
858,18617,2.5,1240628042,0,1972,Crime,Drama,"",8996,4.35,0.86,318,356,372,236,"",7,1994,0.76,3.36,0.56,Comedy,Romance,Drama,Action,War
898,1326,5.0,891020575,1,1940,Comedy,Drama,Romance,1465,4.19,0.89,750,952,318,912,913,17,1980,22.32,3.88,0.78,Drama,Comedy,Adventure,Romance,Crime
904,25463,4.0,1079041228,1,1954,Mystery,Thriller,"",3845,4.25,0.77,457,780,6,47,733,42,1987,15.54,4.04,0.83,Drama,Thriller,Adventure,Action,Comedy
907,1326,5.0,896261524,1,1934,Comedy,Musical,Romance,208,3.97,0.92,596,588,261,933,951,66,1970,23.82,3.83,0.95,Comedy,Drama,Romance,Mystery,Thriller
910,18833,1.5,1078135462,0,1959,Comedy,Crime,"",2410,4.09,0.86,1,356,608,47,32,35,1990,10.57,2.79,0.87,Drama,Thriller,Crime,Comedy,Mystery
912,1326,5.0,891020390,1,1942,Drama,Romance,"",5256,4.27,0.85,913,107,103,62,260,13,1985,20.63,3.77,0.83,Drama,Comedy,Adventure,Sci-Fi,Mystery
914,13391,5.0,1350532433,1,1964,Comedy,Drama,Musical,2155,3.91,0.96,920,919,223,924,111,51,1989,13.24,3.60,0.85,Drama,Thriller,Comedy,Adventure,Crime
926,16152,5.0,945276677,1,1950,Drama,"","",1076,4.21,0.83,908,858,942,931,906,19,1948,12.85,4.68,0.48,Drama,Romance,Mystery,Adventure,Thriller
95,10886,3.0,844134265,0,1996,Action,Adventure,Thriller,4791,3.10,0.95,50,296,266,440,11,44,1993,1.67,3.45,0.93,Drama,Comedy,Thriller,Romance,Action
953,10962,3.0,1112412199,0,1946,Drama,Fantasy,Romance,3081,4.04,0.99,58,296,858,923,111,14,1974,19.96,4.54,0.60,Drama,Thriller,Comedy,Mystery,Romance
10,24646,4.5,1424274445,1,1995,Action,Adventure,Thriller,6330,3.42,0.87,34,593,318,"","",6,1994,1.79,2.75,1.60,Crime,Drama,Horror,Thriller,Children
11,26880,3.0,965882885,0,1995,Comedy,Drama,Romance,3846,3.69,0.88,356,223,610,480,353,50,1992,8.47,2.66,0.98,Action,Sci-Fi,Thriller,Adventure,Drama
110,27038,1.5,1422654590,0,1995,Action,Drama,War,11637,4.04,0.97,318,356,480,1,260,5,1990,7.64,4.30,0.76,Adventure,Action,Sci-Fi,Comedy,Drama
112,10916,3.5,1164355177,1,1995,Action,Adventure,Comedy,2577,3.41,0.95,497,7,553,16,337,100,1989,12.85,3.46,0.95,Drama,Thriller,Comedy,Action,Romance
112,28716,1.0,849816170,0,1995,Action,Adventure,Comedy,2577,3.41,0.95,"","","","","",10,1995,0.53,2.50,0.71,"","","","",""
14,28023,4.0,913453123,1,1995,Drama,"","",1278,3.39,0.92,388,527,372,562,539,100,1993,6.30,3.20,1.02,Drama,Comedy,Romance,Thriller,Crime
157,25388,3.0,996518334,0,1995,Comedy,War,"",580,2.71,1.01,924,783,588,551,165,100,1991,11.76,3.63,1.07,Thriller,Drama,Action,Crime,Comedy
161,12298,4.0,848350691,1,1995,Drama,Thriller,War,5113,3.74,0.80,185,110,318,480,292,20,1993,1.76,3.65,0.81,Drama,Thriller,Action,Adventure,Crime
165,27857,4.0,1063948488,1,1995,Action,Crime,Thriller,7392,3.50,0.89,145,150,95,88,65,23,1990,15.15,3.59,0.70,Comedy,Drama,Action,Crime,Thriller
17,23802,4.0,940420247,1,1995,Drama,Romance,"",4556,3.97,0.94,593,994,800,457,527,14,1994,1.90,4.00,0.96,Drama,Thriller,Comedy,Crime,Western
172,11424,1.5,1167957265,0,1995,Action,Sci-Fi,Thriller,2722,2.70,1.03,58,784,908,497,7,61,1987,16.03,3.51,0.78,Drama,Comedy,Adventure,Romance,Children
173,10661,5.0,839977643,1,1995,Action,Crime,Sci-Fi,3208,2.56,1.02,355,12,435,163,700,95,1993,6.46,4.42,0.69,Comedy,Drama,Adventure,Thriller,Action
173,21633,2.0,947891946,0,1995,Action,Crime,Sci-Fi,3208,2.56,1.02,990,996,544,459,292,43,1993,4.20,4.07,0.94,Action,Thriller,Crime,Adventure,Drama
173,26880,2.0,965882180,0,1995,Action,Crime,Sci-Fi,3208,2.56,1.02,610,480,353,555,110,39,1992,9.56,2.64,1.01,Action,Sci-Fi,Thriller,Adventure,Crime
186,10173,3.0,837270076,0,1995,Comedy,Romance,"",2425,2.89,0.99,377,500,435,50,367,40,1993,1.37,3.62,0.84,Thriller,Crime,Comedy,Action,Drama
19,28023,2.0,913242342,0,1995,Comedy,"","",4501,2.62,1.16,101,587,72,357,288,100,1992,7.69,3.07,1.09,Drama,Thriller,Comedy,Crime,Action
198,7067,3.0,879626525,0,1995,Action,Crime,Drama,1988,3.40,0.98,380,70,497,11,500,100,1988,15.76,3.32,1.01,Drama,Comedy,Thriller,Romance,Adventure
204,23858,3.0,837928471,0,1995,Action,"","",1782,2.97,1.06,442,589,377,110,480,19,1993,1.72,3.89,1.33,Action,Thriller,Adventure,Sci-Fi,Comedy
208,725,3.0,834307399,0,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,110,161,339,10,62,31,1993,1.57,4.13,1.06,Thriller,Drama,Action,Adventure,Crime
21,2619,4.0,954518735,1,1995,Comedy,Crime,Thriller,5164,3.58,0.93,110,858,25,"","",4,1989,11.68,4.00,1.41,Drama,Romance,Crime,Action,War
23,11557,2.0,974743026,0,1995,Action,Crime,Thriller,871,3.14,0.95,494,349,832,454,474,100,1993,5.18,2.71,1.24,Drama,Thriller,Crime,Comedy,Adventure
235,12662,3.0,846588196,0,1994,Comedy,Drama,"",3605,3.64,0.96,337,508,17,357,32,45,1993,1.40,3.24,1.25,Drama,Romance,Comedy,Thriller,Crime
236,5177,3.5,1068909666,1,1995,Action,Comedy,Romance,2607,3.31,0.92,151,653,"","","",2,1995,0.71,3.50,0.00,Action,Adventure,Fantasy,Drama,Romance
262,23288,5.0,835119922,1,1995,Children,Drama,"",923,3.76,0.92,515,586,246,539,105,49,1993,1.65,3.86,0.84,Drama,Romance,Comedy,Adventure,Children
266,10661,4.0,839977079,1,1994,Drama,Romance,War,3492,3.48,1.03,589,377,208,594,586,31,1991,10.23,4.48,0.68,Drama,Action,Adventure,Thriller,Comedy
281,8253,4.0,834211475,1,1994,Comedy,Drama,Romance,870,3.66,0.88,357,500,477,303,527,79,1993,2.38,3.48,0.83,Drama,Thriller,Action,Crime,Romance
288,29913,1.0,1017186285,0,1994,Action,Crime,Thriller,5165,3.24,1.18,490,259,832,161,377,17,1987,18.88,4.53,0.62,Thriller,Drama,Mystery,Crime,Romance
292,21242,3.0,836731495,0,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,318,165,588,296,150,16,1993,1.81,3.62,0.96,Crime,Drama,Thriller,Adventure,Action
293,1815,4.5,1124038371,1,1994,Action,Crime,Drama,5587,4.06,0.81,6,858,431,589,318,15,1988,15.50,3.50,1.05,Drama,Crime,Action,Comedy,Thriller
296,21242,5.0,836731413,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,150,590,592,"","",3,1991,3.21,4.67,0.58,Adventure,Drama,Action,Crime,Thriller
296,25672,4.0,1176990736,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,29,"","","","",3,1995,0.58,3.33,0.58,Adventure,Drama,Fantasy,Mystery,Sci-Fi
296,3681,4.0,940460993,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,608,971,916,899,926,17,1957,10.51,3.18,1.01,Comedy,Drama,Romance,Adventure,War
308,10762,3.5,1359312270,1,1994,Comedy,Drama,"",1102,3.89,0.88,307,306,903,628,750,100,1990,10.82,3.32,0.97,Thriller,Drama,Action,Crime,Adventure
311,28716,2.0,849817306,0,1994,Horror,Thriller,"",19,2.18,1.12,407,593,247,70,296,100,1995,0.83,2.37,0.91,Crime,Drama,Thriller,Comedy,Horror
317,29151,5.0,1038674181,1,1994,Comedy,Drama,Fantasy,3486,3.14,1.00,296,899,950,923,10,9,1976,26.27,4.00,0.87,Thriller,Comedy,Action,Adventure,Drama
318,21633,5.0,948151913,1,1994,Crime,Drama,"",13826,4.45,0.72,1,552,86,590,480,81,1993,3.94,3.96,0.83,Action,Thriller,Adventure,Drama,Crime
32,21781,4.5,1070811046,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,296,778,58,920,750,10,1983,19.49,4.25,0.68,Drama,Comedy,Romance,War,Crime
328,28716,3.0,849816985,0,1995,Horror,Thriller,"",537,3.16,1.08,593,247,70,296,117,82,1995,0.79,2.37,0.91,Crime,Drama,Comedy,Thriller,Horror
329,11424,3.5,1167956602,1,1994,Adventure,Drama,Sci-Fi,5727,3.33,0.97,500,34,364,595,588,35,1987,15.84,3.69,0.81,Drama,Adventure,Comedy,Children,Romance
337,17022,4.0,1218409864,1,1993,Drama,"","",3889,3.76,0.86,922,52,14,45,345,93,1978,21.65,3.87,0.70,Drama,Comedy,Romance,Thriller,Crime
34,12298,5.0,848350743,1,1995,Children,Drama,"",7042,3.63,1.11,377,500,454,589,161,29,1993,1.59,3.66,0.77,Drama,Thriller,Action,Adventure,Sci-Fi
344,26308,2.5,1226171176,0,1994,Comedy,"","",8273,2.98,1.11,17,357,919,595,527,43,1991,9.89,3.59,0.93,Drama,Thriller,Adventure,Children,Action
348,725,5.0,834307619,1,1994,Comedy,"","",1744,3.72,0.89,246,356,442,509,350,58,1994,1.37,4.24,0.94,Drama,Thriller,Action,Comedy,Romance
357,1063,5.0,1023103727,1,1994,Comedy,Romance,"",6126,3.63,0.94,598,588,364,595,380,14,1992,6.08,3.86,1.10,Comedy,Adventure,Drama,Romance,Thriller
362,23288,4.0,835121319,1,1994,Adventure,Children,Romance,1657,3.38,0.96,648,508,534,262,515,56,1993,1.64,3.86,0.84,Drama,Romance,Adventure,Comedy,Children
362,2824,1.0,1309127782,0,1994,Adventure,Children,Romance,1657,3.38,0.96,355,"","","","",3,1994,0.58,2.33,1.04,Children,Comedy,Fantasy,"",""
367,13370,3.0,837696907,0,1994,Action,Comedy,Crime,7577,3.16,1.00,21,457,593,318,150,32,1993,1.57,3.03,0.69,Crime,Thriller,Drama,Action,Adventure
368,22656,5.0,1179947852,1,1994,Adventure,Comedy,Western,3756,3.39,0.89,778,442,508,293,924,67,1990,12.40,3.47,0.83,Drama,Thriller,Action,Adventure,Comedy
377,15855,4.0,901056269,1,1994,Action,Romance,Thriller,9053,3.49,0.94,778,58,150,538,608,24,1991,11.73,3.96,1.08,Drama,Comedy,Adventure,Action,Crime
377,6967,4.0,845296444,1,1994,Action,Romance,Thriller,9053,3.49,0.94,367,589,454,10,292,23,1993,1.68,3.57,0.73,Thriller,Action,Crime,Drama,Adventure
379,28826,2.5,1198848658,0,1994,Action,Sci-Fi,Thriller,1165,2.74,1.00,"","","","","",3,1994,1.53,1.67,1.26,"","","","",""
416,7067,3.0,880931326,0,1994,Western,"","",388,2.73,0.96,234,231,344,879,516,100,1993,4.94,2.97,0.81,Comedy,Drama,Action,Thriller,Romance
431,1815,4.5,1124038176,1,1993,Crime,Drama,"",1907,3.68,0.84,589,318,368,442,350,12,1989,16.57,3.25,1.03,Comedy,Drama,Action,Adventure,Sci-Fi
456,28023,4.0,913453922,1,1994,Crime,Drama,Thriller,199,3.87,0.72,848,535,529,14,388,100,1993,6.06,3.17,1.01,Drama,Comedy,Romance,Thriller,Crime
480,16512,3.0,848481695,0,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,292,329,356,595,165,17,1993,1.80,3.41,1.50,Action,Thriller,Drama,Adventure,Romance
480,7552,5.0,905722830,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,349,648,733,541,508,69,1993,1.95,4.01,0.80,Drama,Comedy,Crime,Thriller,Romance
481,11557,1.0,974742767,0,1993,Drama,Thriller,"",1182,3.32,0.92,494,349,832,454,474,100,1993,5.18,2.85,1.23,Thriller,Drama,Crime,Comedy,Adventure
481,28023,4.0,913454421,1,1993,Drama,Thriller,"",1182,3.32,0.92,57,456,848,535,529,100,1993,6.06,3.17,0.98,Drama,Comedy,Romance,Thriller,Crime
485,13370,3.0,837697184,0,1993,Action,Adventure,Comedy,2880,2.78,1.00,648,497,515,551,224,80,1993,1.50,3.14,0.69,Drama,Thriller,Romance,Action,Crime
5,14585,3.0,850430190,0,1995,Comedy,"","",2629,3.06,0.98,"","","","","",3,1995,0.58,2.67,0.58,"","","","",""
5,28716,1.0,849816170,0,1995,Comedy,"","",2629,3.06,0.98,"","","","","",11,1995,0.52,2.36,0.81,"","","","",""
500,22656,3.0,1179946712,0,1993,Comedy,Drama,"",7349,3.39,0.96,50,231,318,480,780,24,1987,16.05,3.54,0.87,Drama,Thriller,Action,Crime,Comedy
508,1523,3.0,1112254495,0,1993,Drama,"","",4185,3.83,0.87,778,45,"","","",14,1991,14.48,2.64,1.03,Comedy,Drama,Thriller,Crime,""
508,21677,3.5,1210176145,1,1993,Drama,"","",4185,3.83,0.87,586,588,39,480,500,35,1992,4.94,3.49,0.71,Drama,Comedy,Crime,Thriller,Adventure
515,7276,5.0,1296704112,1,1993,Drama,Romance,"",2286,3.91,0.90,509,527,"","","",2,1993,0.00,4.75,0.35,Drama,War,Romance,"",""
527,22079,4.0,1390708377,1,1993,Drama,War,"",11017,4.30,0.83,50,858,"","","",2,1983,16.26,4.75,0.35,Crime,Drama,Mystery,Thriller,""
527,8253,5.0,834211406,1,1993,Drama,War,"",11017,4.30,0.83,480,22,509,356,277,72,1993,2.48,3.44,0.84,Drama,Thriller,Action,Crime,Adventure
531,18565,4.0,839338180,1,1993,Children,Drama,"",1660,3.49,0.96,596,780,376,594,736,42,1990,11.96,4.07,0.68,Thriller,Drama,Action,Adventure,Children
531,2992,4.0,1011332314,1,1993,Children,Drama,"",1660,3.49,0.96,586,520,204,112,524,15,1994,1.70,3.93,0.88,Comedy,Drama,Romance,Action,Thriller
531,725,4.0,834307933,1,1993,Children,Drama,"",1660,3.49,0.96,194,448,720,745,474,88,1993,1.49,4.27,0.89,Drama,Comedy,Thriller,Action,Romance
555,21633,5.0,947891091,1,1993,Crime,Thriller,"",3312,3.80,0.90,380,474,733,457,589,12,1991,7.16,4.50,0.80,Action,Thriller,Adventure,Drama,Sci-Fi
562,14356,5.0,965348248,1,1995,Comedy,Drama,"",1349,3.75,0.99,471,342,52,21,1,8,1994,1.04,4.12,0.83,Comedy,Adventure,Animation,Children,Fantasy
587,1523,3.0,1112329463,0,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,50,588,593,141,296,36,1992,9.01,2.74,1.03,Comedy,Thriller,Crime,Drama,Horror
587,29419,5.0,848332889,1,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,150,596,527,588,480,14,1986,20.22,4.14,0.95,Adventure,Children,Animation,Musical,Drama
587,29660,5.0,992453690,1,1990,Comedy,Drama,Fantasy,6405,3.43,1.00,440,597,951,1,910,38,1980,20.30,4.29,0.65,Drama,Romance,Comedy,Thriller,Musical
588,21677,4.0,1210161171,1,1992,Adventure,Animation,Children,8980,3.67,0.92,39,480,500,34,648,30,1993,5.27,3.55,0.71,Drama,Crime,Comedy,Thriller,Adventure
589,13741,5.0,845690744,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,377,364,253,454,185,29,1993,1.57,4.21,0.82,Thriller,Action,Drama,Adventure,Comedy
590,28023,4.0,1014155393,1,1990,Adventure,Drama,Western,9497,3.72,0.97,34,999,"","","",4,1992,6.68,3.00,1.41,Crime,Film-Noir,Children,Drama,""
590,3238,3.5,1171317196,1,1990,Adventure,Drama,Western,9497,3.72,0.97,110,260,592,318,457,12,1992,5.08,3.71,0.81,Thriller,Crime,Drama,Action,Comedy
593,27485,2.0,941445643,0,1991,Crime,Horror,Thriller,13692,4.18,0.85,390,306,246,902,247,5,1981,17.04,4.20,0.45,Drama,Crime,Romance,Documentary,Action
594,5763,4.0,1419223797,1,1937,Animation,Children,Drama,3902,3.61,0.97,39,364,500,367,595,25,1994,1.54,3.84,0.62,Comedy,Adventure,Children,Drama,Fantasy
595,10916,4.5,1164354455,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,165,344,648,377,588,52,1989,12.55,3.74,0.84,Thriller,Sci-Fi,Drama,Action,Adventure
595,25672,3.0,1176990842,0,1991,Animation,Children,Fantasy,7539,3.65,0.98,165,648,377,608,32,25,1993,3.87,3.88,0.62,Thriller,Action,Adventure,Drama,Sci-Fi
595,2955,3.0,1219520458,0,1991,Animation,Children,Fantasy,7539,3.65,0.98,592,457,47,480,260,17,1993,4.49,3.44,0.83,Thriller,Action,Comedy,Drama,Adventure
6,14035,5.0,862845712,1,1995,Action,Crime,Thriller,5245,3.84,0.86,733,3,1,25,"",9,1995,0.53,3.56,1.01,Romance,Adventure,Comedy,Drama,Animation
6,283,4.0,1002381459,1,1995,Action,Crime,Thriller,5245,3.84,0.86,300,36,357,141,500,45,1993,3.03,3.76,1.00,Thriller,Drama,Action,Comedy,Crime
6,2955,3.5,1219521163,1,1995,Action,Crime,Thriller,5245,3.84,0.86,441,16,805,165,648,39,1993,4.67,3.56,0.84,Thriller,Drama,Crime,Action,Comedy
608,22058,4.0,1057676405,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,541,904,223,52,29,38,1984,17.74,3.55,0.90,Drama,Thriller,Comedy,Romance,Mystery
610,26880,4.0,965881172,1,1981,Action,Adventure,Animation,1723,3.36,1.05,480,353,555,110,260,11,1992,5.19,3.45,1.21,Thriller,Action,Sci-Fi,Adventure,Crime
647,1400,4.0,942624364,1,1996,Action,Crime,Drama,1719,3.57,0.84,1,58,235,441,356,44,1993,2.97,3.66,1.08,Thriller,Drama,Crime,Comedy,Action
648,7736,3.5,1225240001,1,1996,Action,Adventure,Mystery,8117,3.37,0.90,47,780,32,595,588,15,1990,13.75,4.03,0.58,Thriller,Drama,Adventure,Crime,Mystery
695,10938,2.0,975538141,0,1996,Mystery,Thriller,"",189,3.17,0.92,608,457,589,593,745,14,1987,15.38,3.86,1.46,Thriller,Drama,Sci-Fi,Action,Comedy
708,24585,5.0,839106915,1,1996,Comedy,Romance,"",3337,3.39,0.91,272,36,608,345,34,23,1993,1.78,3.87,0.87,Drama,Comedy,Crime,Thriller,Children
719,13561,2.0,897915796,0,1996,Comedy,"","",1683,2.94,0.96,494,14,748,724,103,26,1995,0.45,3.08,1.06,Thriller,Action,Adventure,Sci-Fi,Mystery
728,3520,5.0,939796212,1,1995,Comedy,"","",778,3.78,0.94,909,905,164,541,746,79,1975,22.58,4.27,0.89,Drama,Comedy,Romance,Thriller,Mystery
733,11424,3.0,1167955153,0,1996,Action,Adventure,Thriller,6837,3.65,0.92,356,1,590,745,750,8,1983,19.88,3.94,0.50,Drama,Comedy,War,Romance,Animation
733,14035,5.0,862845712,1,1996,Action,Adventure,Thriller,6837,3.65,0.92,3,1,25,"","",8,1995,0.52,3.38,0.92,Romance,Comedy,Drama,Adventure,Animation
733,7552,4.0,905722773,1,1996,Action,Adventure,Thriller,6837,3.65,0.92,541,508,342,272,281,66,1993,1.96,4.02,0.81,Drama,Comedy,Crime,Romance,Thriller
735,29660,3.0,992454143,0,1994,Horror,"","",254,3.35,1.22,552,224,141,708,934,48,1982,19.37,4.19,0.70,Romance,Drama,Comedy,Thriller,Adventure
736,22656,2.5,1179946760,0,1996,Action,Adventure,Romance,6990,3.18,1.02,527,367,50,231,318,28,1988,14.96,3.52,0.82,Drama,Action,Crime,Thriller,Comedy
736,2692,4.0,982624596,1,1996,Action,Adventure,Romance,6990,3.18,1.02,780,292,480,733,457,15,1987,14.77,4.20,1.01,Action,Adventure,Thriller,Drama,Sci-Fi
736,8047,3.0,1196824430,0,1996,Action,Adventure,Romance,6990,3.18,1.02,908,858,910,909,296,14,1975,20.18,4.43,0.51,Comedy,Drama,Romance,Crime,War
736,8949,2.0,1231399961,0,1996,Action,Adventure,Romance,6990,3.18,1.02,364,595,165,457,648,30,1993,3.94,3.63,1.07,Thriller,Drama,Action,Adventure,Crime
745,17022,4.0,1174182036,1,1995,Animation,Children,Comedy,2625,4.16,0.91,904,858,608,318,150,16,1979,21.19,3.94,0.54,Thriller,Comedy,Drama,Romance,Crime
748,7067,4.0,879624776,1,1996,Action,Sci-Fi,Thriller,1158,3.10,0.95,778,1,719,802,685,20,1993,6.58,3.30,0.92,Drama,Comedy,Crime,Romance,Adventure
778,283,5.0,1002382137,1,1996,Comedy,Crime,Drama,5195,4.00,0.90,551,924,541,720,858,53,1991,8.48,3.85,0.99,Thriller,Drama,Action,Crime,Adventure
778,7067,4.0,879624750,1,1996,Comedy,Crime,Drama,5195,4.00,0.90,1,719,802,685,18,18,1993,6.90,3.28,0.96,Drama,Comedy,Crime,Romance,Adventure
780,10938,2.0,975461441,0,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,541,924,923,"","",8,1982,19.45,3.38,1.51,Drama,Sci-Fi,Mystery,Adventure,Action
786,10097,4.0,858551942,1,1996,Action,Drama,Thriller,3445,3.15,0.99,733,62,141,95,780,12,1995,0.51,3.42,0.79,Action,Adventure,Thriller,Sci-Fi,Comedy
788,29151,4.0,1038674978,1,1996,Comedy,Fantasy,Romance,4208,2.87,1.08,185,379,780,198,32,23,1983,18.72,4.09,0.95,Action,Thriller,Sci-Fi,Comedy,Adventure
800,5808,4.5,1067386235,1,1996,Drama,Mystery,Western,1609,4.04,0.91,260,593,928,919,926,23,1966,25.87,4.11,0.85,Drama,Romance,Comedy,Thriller,Action
848,7552,3.0,903200101,0,1996,Drama,"","",441,3.67,0.96,85,21,475,52,300,38,1994,1.31,4.18,0.80,Drama,Comedy,Romance,Crime,Thriller
858,23074,5.0,1159939159,1,1972,Crime,Drama,"",8996,4.35,0.86,"","","","","",11,1984,21.95,0.77,0.65,"","","","",""
866,26847,3.0,841831315,0,1996,Crime,Drama,Romance,1371,3.73,0.93,"","","","","",25,1994,2.08,3.00,0.00,"","","","",""
89,15855,4.0,901057265,1,1995,Action,Thriller,"",705,3.18,0.90,805,46,461,357,661,66,1991,11.16,4.23,0.99,Drama,Comedy,Thriller,Adventure,Romance
909,8047,4.0,1195684293,1,1960,Comedy,Drama,Romance,1131,4.02,0.82,296,899,750,745,608,10,1981,21.53,4.45,0.55,Comedy,Drama,Romance,War,Animation
